year,reef,in/out,position,core,top/bot,total mass,sample mass,hydro 40sec,temp 40sec,hydro 2hr,temp 2hr,cor. 40sec,temp.cor. 40sec,cor. 2hr,temp.cor. 2hr,sand,silt,clay,grain,percent
1,3,IN,12,2,Top,29.80,29.80,23.0,11.1,14.5,13.6,19.000,15.799,10.500,8.198,46.9843,25.5059,27.5098,sand,46.9843
1,3,IN,12,3,Top,30.12,30.12,21.0,11.2,13.5,13.8,17.000,13.835,9.500,7.270,54.0683,21.7954,24.1363,sand,54.0683
1,3,IN,12,4,Top,31.60,31.60,23.0,11.3,14.5,13.7,19.000,15.871,10.500,8.234,49.7766,24.1668,26.0566,sand,49.7766
1,3,IN,12,5,Top,31.90,31.90,20.0,11.3,13.5,13.6,16.000,12.871,9.500,7.198,59.6533,17.7827,22.5640,sand,59.6533
1,3,IN,12,1,Bot,108.30,50.64,37.0,11.4,21.0,13.8,33.000,29.907,17.000,14.770,40.9428,29.8908,29.1664,sand,40.9428
1,3,IN,12,2,Bot,120.20,50.61,35.5,11.5,19.0,13.8,31.500,28.443,15.000,12.770,43.8005,30.9676,25.2319,sand,43.8005
1,3,IN,12,3,Bot,122.40,50.34,31.5,11.5,20.0,13.9,27.500,24.443,16.000,13.806,51.4451,21.1298,27.4252,sand,51.4451
1,3,IN,12,4,Bot,122.30,50.12,35.5,11.6,21.0,13.8,31.500,28.479,17.000,14.770,43.1793,27.3517,29.4690,sand,43.1793
1,3,IN,12,5,Bot,116.60,50.58,32.0,11.7,20.0,13.9,28.000,25.014,16.000,13.806,50.5447,22.1603,27.2950,sand,50.5447
1,3,IN,19,1,Top,29.29,29.29,22.5,11.0,13.5,12.8,18.500,15.263,9.500,6.910,47.8911,28.5167,23.5922,sand,47.8911
1,3,IN,19,2,Top,35.15,35.15,25.0,11.1,15.5,12.8,21.000,17.799,11.500,8.910,49.3637,25.2874,25.3490,sand,49.3637
1,3,IN,19,3,Top,34.51,34.51,24.5,11.1,14.0,12.8,20.500,17.299,10.000,7.410,49.8735,28.6540,21.4725,sand,49.8735
1,3,IN,19,4,Top,35.18,35.18,23.0,10.7,14.0,12.6,19.000,15.655,10.000,7.338,55.5009,23.6401,20.8591,sand,55.5009
1,3,IN,19,5,Top,33.22,33.22,24.0,10.7,14.0,12.6,20.000,16.655,10.000,7.338,49.8652,28.0451,22.0898,sand,49.8652
1,3,IN,19,1,Bot,113.80,50.23,33.5,10.8,19.5,12.7,29.500,26.191,15.500,12.874,47.8583,26.5112,25.6305,sand,47.8583
1,3,IN,19,2,Bot,118.70,50.55,37.5,10.8,19.5,12.6,33.500,30.191,15.500,12.838,40.2755,34.3275,25.3971,sand,40.2755
1,3,IN,19,3,Bot,124.10,50.37,35.5,10.6,20.0,12.6,31.500,28.119,16.000,13.338,44.1755,29.3441,26.4805,sand,44.1755
1,3,IN,19,4,Bot,128.30,50.06,35.0,10.6,21.0,12.6,31.000,27.619,17.000,14.338,44.8286,26.5294,28.6421,sand,44.8286
1,3,IN,19,5,Bot,124.10,50.46,36.0,10.6,18.5,12.6,32.000,28.619,14.500,11.838,43.2841,33.2553,23.4606,sand,43.2841
1,3,IN,27,1,Top,34.30,34.30,24.0,10.5,14.0,12.5,20.000,16.583,10.000,7.302,51.6535,27.0571,21.2894,sand,51.6535
1,3,IN,27,2,Top,27.78,27.78,22.5,10.5,15.0,12.6,18.500,15.083,11.000,8.338,45.7061,24.2787,30.0152,sand,45.7061
1,3,IN,27,3,Top,30.93,30.93,23.0,10.6,13.5,12.6,19.000,15.619,9.500,6.838,49.5027,28.3886,22.1087,sand,49.5027
1,3,IN,27,4,Top,32.97,32.97,24.0,10.7,14.0,12.8,20.000,16.655,10.000,7.410,49.4850,28.0395,22.4755,sand,49.4850
1,3,IN,27,5,Top,33.09,33.09,24.5,10.7,15.0,12.8,20.500,17.155,11.000,8.410,48.1572,26.4268,25.4160,sand,48.1572
1,3,IN,27,1,Bot,121.60,50.33,46.0,10.7,23.0,12.8,42.000,38.655,19.000,16.410,23.1973,44.1976,32.6051,sand,23.1973
1,3,IN,27,2,Bot,117.60,50.48,36.5,10.8,19.0,12.8,32.500,29.191,15.000,12.410,42.1736,33.2421,24.5843,sand,42.1736
1,3,IN,27,3,Bot,127.30,50.17,37.5,10.8,21.0,12.8,33.500,30.191,17.000,14.410,39.8231,31.4543,28.7227,sand,39.8231
1,3,IN,27,4,Bot,113.10,50.16,37.0,11.0,19.5,12.9,33.000,29.763,15.500,12.946,40.6645,33.5259,25.8097,sand,40.6645
1,3,IN,27,5,Bot,109.60,50.12,42.0,11.0,24.5,12.9,38.000,34.763,20.500,17.946,30.6411,33.5526,35.8063,sand,30.6411
1,3,OUT,0,1,Top,41.97,41.97,28.0,12.5,14.5,14.6,24.000,21.302,10.500,8.558,49.2441,30.3660,20.3898,sand,49.2441
1,3,OUT,0,2,Top,36.15,36.15,25.5,12.5,14.5,14.8,21.500,18.802,10.500,8.630,47.9882,28.1402,23.8715,sand,47.9882
1,3,OUT,0,3,Top,43.80,43.80,28.0,12.6,16.5,14.9,24.000,21.338,12.500,10.666,51.2826,24.3669,24.3505,sand,51.2826
1,3,OUT,0,4,Top,38.05,38.05,24.5,12.2,14.0,14.6,20.500,17.694,10.000,8.058,53.4971,25.3265,21.1764,sand,53.4971
1,3,OUT,0,5,Top,41.78,41.78,27.0,12.1,15.0,14.8,23.000,20.158,11.000,9.130,51.7511,26.3973,21.8515,sand,51.7511
1,3,OUT,0,1,Bot,122.80,50.06,32.0,12.3,18.5,14.6,28.000,25.230,14.500,12.558,49.5999,25.3150,25.0851,sand,49.5999
1,3,OUT,0,2,Bot,111.10,50.20,36.0,12.1,18.0,14.6,32.000,29.158,14.000,12.058,41.9156,34.0652,24.0192,sand,41.9156
1,3,OUT,0,3,Bot,113.80,50.80,34.0,12.0,18.0,14.6,30.000,27.122,14.000,12.058,46.6094,29.6551,23.7355,sand,46.6094
1,3,OUT,0,4,Bot,121.40,50.12,34.5,12.0,19.5,14.6,30.500,27.622,15.500,13.558,44.8875,28.0622,27.0503,sand,44.8875
1,3,OUT,0,5,Bot,119.00,50.48,30.5,12.0,17.0,14.6,26.500,23.622,13.000,11.058,53.2044,24.8906,21.9050,sand,53.2044
1,3,OUT,12,1,Top,30.78,30.78,23.5,11.9,13.5,14.5,19.500,16.586,9.500,7.522,46.1130,29.4502,24.4368,sand,46.1130
1,3,OUT,12,2,Top,50.29,50.29,32.5,11.9,17.5,14.5,28.500,25.586,13.500,11.522,49.1222,27.9673,22.9104,sand,49.1222
1,3,OUT,12,3,Top,49.73,49.73,31.0,12.0,16.5,14.5,27.000,24.122,12.500,10.522,51.4933,27.3492,21.1576,sand,51.4933
1,3,OUT,12,4,Top,29.93,29.93,23.5,12.0,14.0,14.6,19.500,16.622,10.000,8.058,44.4624,28.6160,26.9216,sand,44.4624
1,3,OUT,12,5,Top,39.25,39.25,26.0,12.0,15.0,14.6,22.000,19.122,11.000,9.058,51.2805,25.6428,23.0767,sand,51.2805
1,3,OUT,12,1,Bot,125.80,50.11,35.0,12.0,20.0,14.6,31.000,28.122,16.000,14.058,43.8787,28.0678,28.0535,sand,43.8787
1,3,OUT,12,2,Bot,96.80,50.20,33.5,12.1,20.0,14.6,29.500,26.658,16.000,14.058,46.8957,25.1011,28.0032,sand,46.8957
1,3,OUT,12,3,Bot,101.80,50.06,35.0,12.1,19.5,14.7,31.000,28.158,15.500,13.594,43.7508,29.0946,27.1546,sand,43.7508
1,3,OUT,12,4,Bot,133.20,50.21,36.0,12.2,21.0,14.7,32.000,29.194,17.000,15.094,41.8555,28.0835,30.0609,sand,41.8555
1,3,OUT,12,5,Bot,109.30,50.30,34.5,12.2,18.0,14.7,30.500,27.694,14.000,12.094,44.9417,31.0154,24.0429,sand,44.9417
1,3,OUT,19,1,Top,32.63,32.63,23.5,12.0,13.0,14.8,19.500,16.622,9.000,7.130,49.0579,29.0924,21.8497,sand,49.0579
1,3,OUT,19,2,Top,33.17,33.17,25.0,12.1,14.5,14.6,21.000,18.158,10.500,8.558,45.2566,28.9441,25.7993,sand,45.2566
1,3,OUT,19,3,Top,33.39,33.39,25.0,12.1,15.0,14.7,21.000,18.158,11.000,9.094,45.6173,27.1482,27.2345,sand,45.6173
1,3,OUT,19,4,Top,35.05,35.05,24.5,11.6,14.0,14.4,20.500,17.479,10.000,7.986,50.1326,27.0837,22.7837,sand,50.1326
1,3,OUT,19,5,Top,38.11,38.11,25.0,11.6,14.0,14.4,21.000,17.979,10.000,7.986,52.8247,26.2210,20.9543,sand,52.8247
1,3,OUT,19,1,Bot,108.90,50.25,36.5,11.8,21.0,14.6,32.500,29.550,17.000,15.058,41.1931,28.8415,29.9654,sand,41.1931
1,3,OUT,19,2,Bot,125.50,50.22,28.0,11.6,15.5,14.6,24.000,20.979,11.500,9.558,58.2268,22.7417,19.0315,sand,58.2268
1,3,OUT,19,3,Bot,117.20,50.21,36.5,11.6,20.0,14.5,32.500,29.479,16.000,14.022,41.2895,30.7844,27.9260,sand,41.2895
1,3,OUT,19,4,Bot,112.80,50.36,36.5,11.7,20.5,14.5,32.500,29.514,16.500,14.522,41.3930,29.7713,28.8357,sand,41.3930
1,3,OUT,19,5,Bot,120.40,50.48,36.0,11.6,19.5,14.6,32.000,28.979,15.500,13.558,42.5941,30.5485,26.8574,sand,42.5941
1,3,OUT,27,1,Top,38.60,38.60,26.5,11.6,15.0,14.3,22.500,19.479,11.000,8.950,49.5375,27.2767,23.1858,sand,49.5375
1,3,OUT,27,2,Top,37.89,37.89,25.0,11.6,14.0,14.5,21.000,17.979,10.000,8.022,52.5508,26.2784,21.1709,sand,52.5508
1,3,OUT,27,3,Top,42.02,42.02,27.0,11.6,14.0,14.6,23.000,19.979,10.000,8.058,52.4547,28.3696,19.1757,sand,52.4547
1,3,OUT,27,4,Top,34.66,34.66,25.0,11.7,13.5,14.6,21.000,18.014,9.500,7.558,48.0251,30.1698,21.8050,sand,48.0251
1,3,OUT,27,5,Top,35.13,35.13,25.5,11.8,14.5,14.5,21.500,18.550,10.500,8.522,47.1948,28.5477,24.2575,sand,47.1948
1,3,OUT,27,1,Bot,106.60,50.28,35.0,11.8,20.0,14.6,31.000,28.050,16.000,14.058,44.2115,27.8298,27.9587,sand,44.2115
1,3,OUT,27,2,Bot,116.70,50.24,33.5,11.9,17.5,14.6,29.500,26.586,13.500,11.558,47.0812,29.9140,23.0048,sand,47.0812
1,3,OUT,27,3,Bot,109.40,50.29,36.5,12.0,21.0,14.8,32.500,29.622,17.000,15.130,41.0968,28.8185,30.0846,sand,41.0968
1,3,OUT,27,4,Bot,116.00,50.80,34.5,12.0,17.5,14.6,30.500,27.622,13.500,11.558,45.6252,31.6236,22.7512,sand,45.6252
1,3,OUT,27,5,Bot,127.50,50.25,35.0,12.1,20.5,15.0,31.000,28.158,16.500,14.702,43.9634,26.7798,29.2567,sand,43.9634
2,1,IN,0,1,Top,27.82,27.82,21.50,20.0,12.0,21.0,19.500,19.500,10.500,10.860,29.9065,31.0579,39.0356,sand,29.9065
2,1,IN,0,2,Top,32.12,32.12,22.50,19.6,13.5,20.8,20.500,20.356,12.000,12.288,36.6248,25.1194,38.2558,sand,36.6248
2,1,IN,0,3,Top,34.64,34.64,24.50,19.1,13.5,20.5,22.500,22.176,12.000,12.180,35.9807,28.8580,35.1612,sand,35.9807
2,1,IN,0,4,Top,39.04,39.04,23.00,19.1,13.5,20.5,21.000,20.676,12.000,12.180,47.0382,21.7634,31.1984,sand,47.0382
2,1,IN,0,5,Top,42.84,42.84,24.50,19.0,14.5,20.6,22.500,22.140,13.000,13.216,48.3186,20.8321,30.8493,sand,48.3186
2,1,IN,0,1,Bot,121.6,50.09,30.50,18.9,16.0,20.5,28.500,28.104,14.500,14.680,43.8923,26.8007,29.3069,sand,43.8923
2,1,IN,0,2,Bot,124.9,50.33,30.00,18.9,17.5,20.5,28.000,27.604,16.000,16.180,45.1533,22.6991,32.1475,sand,45.1533
2,1,IN,0,3,Bot,108.4,50.31,30.50,18.9,17.5,20.5,28.500,28.104,16.000,16.180,44.1377,23.7020,32.1603,sand,44.1377
2,1,IN,0,4,Bot,113.1,50.19,31.00,18.8,17.0,20.4,29.000,28.568,15.500,15.644,43.0796,25.7511,31.1693,sand,43.0796
2,1,IN,0,5,Bot,131.50,50.44,25.0,18.8,14.5,20.4,23.000,22.568,13.000,13.144,55.2570,18.6845,26.0584,sand,55.2570
2,1,IN,12,1,Top,39.06,39.06,25.5,18.8,14.0,20.4,23.500,23.068,12.500,12.644,40.9412,26.6884,32.3704,sand,40.9412
2,1,IN,12,2,Top,32.25,32.25,28,18.7,12.5,20.4,26.000,25.532,11.000,11.144,20.8298,44.6155,34.5547,sand,20.8298
2,1,IN,12,3,Top,27.18,27.18,21,18.8,12.5,20.3,19.000,18.568,11.000,11.108,31.6837,27.4483,40.8680,sand,31.6837
2,1,IN,12,4,Top,32.24,32.24,23.5,18.8,13.0,20.4,21.500,21.068,11.500,11.644,34.6515,29.2323,36.1163,sand,34.6515
2,1,IN,12,5,Top,31.77,31.77,23,19,13.0,20.5,21.000,20.640,11.500,11.680,35.0321,28.2041,36.7638,sand,35.0321
2,1,IN,12,1,Bot,122.50,50.65,30.5,19,17.0,20.5,28.500,28.140,15.500,15.680,44.4417,24.6011,30.9573,sand,44.4417
2,1,IN,12,2,Bot,119.10,50.08,30.5,19.1,18.0,20.5,28.500,28.176,16.500,16.680,43.7375,22.9561,33.3064,sand,43.7375
2,1,IN,12,3,Bot,126.30,50.18,30.5,19.1,17.0,20.5,28.500,28.176,15.500,15.680,43.8496,24.9032,31.2472,sand,43.8496
2,1,IN,12,4,Bot,91.40,50.05,35,19.1,20.0,20.5,33.000,32.676,18.500,18.680,34.7127,27.9649,37.3224,sand,34.7127
2,1,IN,12,5,Bot,113.90,50.22,34.5,19.3,18.0,20.6,32.500,32.248,16.500,16.716,35.7861,30.9287,33.2852,sand,35.7861
2,1,IN,19,1,Top,51.69,51.69,29.0,17.7,15.0,19.3,26.500,25.673,13.000,12.748,50.3334,25.0038,24.6628,sand,50.3334
2,1,IN,19,2,Top,41.08,41.08,25.0,17.9,12.5,19.3,22.500,21.745,10.500,10.248,47.0676,27.9854,24.9470,sand,47.0676
2,1,IN,19,3,Top,30.95,30.95,22.0,17.9,11.5,19.3,19.500,18.745,9.500,9.248,39.4358,30.6831,29.8811,sand,39.4358
2,1,IN,19,4,Top,37.61,37.61,23.5,18.1,13.5,19.4,21.000,20.317,11.500,11.284,45.9809,24.0159,30.0031,sand,45.9809
2,1,IN,19,5,Top,25.22,25.22,19.5,18.0,11.0,19.3,17.000,16.281,9.000,8.748,35.4457,29.8667,34.6876,sand,35.4457
2,1,IN,19,1,Bot,121.00,50.11,32.5,18.1,15.5,19.4,30.000,29.317,13.500,13.284,41.4956,31.9944,26.5100,sand,41.4956
2,1,IN,19,2,Bot,132.90,50.24,30.0,17.7,16.0,19.3,27.500,26.673,14.000,13.748,46.9095,25.7255,27.3651,sand,46.9095
2,1,IN,19,3,Bot,125.40,40.48,34.0,17.7,17.0,19.2,31.500,30.673,15.000,14.712,24.2275,39.4280,36.3445,sand,24.2275
2,1,IN,19,4,Bot,115.70,50.20,33.5,17.8,17.0,19.3,31.000,30.209,15.000,14.748,39.8234,30.7977,29.3789,sand,39.8234
2,1,IN,19,5,Bot,143.60,50.18,29.5,17.6,15.5,19.2,27.000,26.137,13.500,13.212,47.9141,25.7562,26.3297,sand,47.9141
2,1,IN,27,1,Top,41.86,41.86,26.0,17.6,14.0,19.2,23.500,22.637,12.000,11.712,45.9228,26.0977,27.9796,sand,45.9228
2,1,IN,27,2,Top,25.05,25.05,20.5,17.6,12.0,19.1,18.000,17.137,10.000,9.676,31.5899,29.7822,38.6278,sand,31.5899
2,1,IN,27,3,Top,38.75,38.75,25.5,17.7,14.5,19.3,23.000,22.173,12.500,12.248,42.7802,25.6116,31.6083,sand,42.7802
2,1,IN,27,4,Top,32.51,32.51,23.0,17.6,13.0,19.3,20.500,19.637,11.000,10.748,39.5979,27.3408,33.0612,sand,39.5979
2,1,IN,27,5,Top,31.12,31.12,23.0,17.8,14.0,19.3,20.500,19.709,12.000,11.748,36.6688,25.5799,37.7513,sand,36.6688
2,1,IN,27,1,Bot,125.80,50.60,31.0,17.9,17.0,19.3,28.500,27.745,15.000,14.748,45.1687,25.6846,29.1467,sand,45.1687
2,1,IN,27,2,Bot,133.60,50.19,30.0,17.9,16.0,19.4,27.500,26.745,14.000,13.784,46.7132,25.8228,27.4640,sand,46.7132
2,1,IN,27,3,Bot,109.60,50.16,33.0,17.9,19.0,19.4,30.500,29.745,17.000,16.784,40.7005,25.8382,33.4613,sand,40.7005
2,1,IN,27,4,Bot,115.90,50.01,32.5,18.1,16.5,19.4,30.000,29.317,14.500,14.284,41.3786,30.0588,28.5626,sand,41.3786
2,1,IN,27,5,Bot,116.00,50.56,33.5,18.3,20.0,19.5,31.000,30.389,18.000,17.820,39.8961,24.8583,35.2455,sand,39.8961
2,1,OUT,0,1,Top,29.84,29.84,22.0,18.0,11.5,18.8,19.500,18.781,9.500,9.068,37.0623,32.5477,30.3899,sand,37.0623
2,1,OUT,0,2,Top,36.52,36.52,22.0,18.0,13.0,18.9,19.500,18.781,11.000,10.604,48.5745,22.3885,29.0370,sand,48.5745
2,1,OUT,0,3,Top,33.74,33.74,23.0,18.1,13.5,19.0,20.500,19.817,11.500,11.140,41.2668,25.7151,33.0181,sand,41.2668
2,1,OUT,0,4,Top,35.90,35.90,21.5,17.8,12.5,18.8,19.000,18.209,10.500,10.068,49.2795,22.6749,28.0456,sand,49.2795
2,1,OUT,0,5,Top,31.98,31.98,21.0,17.8,12.5,18.8,18.500,17.709,10.500,10.068,44.6258,23.8909,31.4833,sand,44.6258
2,1,OUT,0,1,Bot,115.30,50.14,29.0,17.8,17.0,18.8,26.500,25.709,15.000,14.568,48.7262,22.2184,29.0554,sand,48.7262
2,1,OUT,0,2,Bot,127.20,50.28,28.0,17.6,16.5,18.8,25.500,24.637,14.500,14.068,51.0010,21.0190,27.9800,sand,51.0010
2,1,OUT,0,3,Bot,129.00,50.33,32.5,17.7,17.5,18.8,30.000,29.173,15.500,15.068,42.0372,28.0237,29.9391,sand,42.0372
2,1,OUT,0,4,Bot,137.10,50.08,32.0,17.7,18.0,18.7,29.500,28.673,16.000,15.532,42.7462,26.2386,31.0152,sand,42.7462
2,1,OUT,0,5,Bot,127.50,50.15,31.0,17.6,16.0,18.7,28.500,27.637,14.000,13.532,44.8919,28.1243,26.9838,sand,44.8919
2,1,OUT,12,1,Top,31.11,31.11,23.5,17.6,13.5,18.8,21.000,20.137,11.500,11.068,35.2725,29.1493,35.5781,sand,35.2725
2,1,OUT,12,2,Top,39.35,39.35,26.5,17.6,15.0,18.8,24.000,23.137,13.000,12.568,41.2027,26.8573,31.9399,sand,41.2027
2,1,OUT,12,3,Top,36.52,36.52,25.0,17.6,13.5,18.8,22.500,21.637,11.500,11.068,40.7538,28.9386,30.3077,sand,40.7538
2,1,OUT,12,4,Top,40.35,40.35,26.5,17.6,14.0,18.8,24.000,23.137,12.000,11.568,42.6599,28.6700,28.6700,sand,42.6599
2,1,OUT,12,5,Top,46.12,46.12,27.0,17.7,15.0,18.8,24.500,23.673,13.000,12.568,48.6715,24.0770,27.2514,sand,48.6715
2,1,OUT,12,1,Bot,106.3,50.19,36.0,17.8,19.0,18.8,33.500,32.709,17.000,16.568,34.8303,32.1584,33.0113,sand,34.8303
2,1,OUT,12,2,Bot,114,50.12,34.0,17.8,18.0,19.0,31.500,30.709,16.000,15.640,38.7297,30.0646,31.2057,sand,38.7297
2,1,OUT,12,3,Bot,117.40,50.40,30.0,17.8,18.0,18.9,27.500,26.709,16.000,15.604,47.0066,22.0324,30.9610,sand,47.0066
2,1,OUT,12,4,Bot,112.90,50.19,32.5,18.0,18.0,18.9,30.000,29.281,16.000,15.604,41.6605,27.2490,31.0905,sand,41.6605
2,1,OUT,12,5,Bot,95.90,50.24,35.5,18.0,19.5,19.0,33.000,32.281,17.500,17.140,35.7472,30.1359,34.1168,sand,35.7472
2,1,OUT,19,1,Top,34.48,34.48,25.0,19.9,13.0,20.3,22.500,22.464,10.500,10.608,34.8491,34.3855,30.7654,sand,34.8491
2,1,OUT,19,2,Top,31.17,31.17,23.5,19.7,13.0,20.3,21.000,20.892,10.500,10.608,32.9737,32.9938,34.0324,sand,32.9737
2,1,OUT,19,3,Top,35.66,35.66,23.0,20.6,13.5,20.6,20.500,20.716,11.000,11.216,41.9074,26.6405,31.4521,sand,41.9074
2,1,OUT,19,4,Top,47.72,47.72,24.0,20.8,14.0,20.7,21.500,21.788,11.500,11.752,54.3425,21.0310,24.6266,sand,54.3425
2,1,OUT,19,5,Top,29.22,29.22,22.0,20.8,13.0,20.7,19.500,19.788,10.500,10.752,32.2801,30.9239,36.7960,sand,32.2801
2,1,OUT,19,1,Bot,108.00,50.30,33.0,20.5,19.0,20.5,30.500,30.680,16.500,16.680,39.0063,27.8330,33.1607,sand,39.0063
2,1,OUT,19,2,Bot,117.30,50.18,32.0,20.5,17.5,20.6,29.500,29.680,15.000,15.216,40.8532,28.8243,30.3225,sand,40.8532
2,1,OUT,19,3,Bot,120.40,50.56,32.5,20.5,18.0,20.5,30.000,30.180,15.500,15.680,40.3088,28.6788,31.0124,sand,40.3088
2,1,OUT,19,4,Bot,103.30,50.23,31.0,20.2,18.5,20.3,28.500,28.572,16.000,16.108,43.1178,24.8139,32.0683,sand,43.1178
2,1,OUT,19,5,Bot,118.10,50.47,32.0,20.2,18.0,20.3,29.500,29.572,15.500,15.608,41.4069,27.6680,30.9251,sand,41.4069
2,1,OUT,27,1,Top,32.72,32.72,22.5,20.3,13.0,20.5,20.000,20.108,10.500,10.680,38.5455,28.8144,32.6401,sand,38.5455
2,1,OUT,27,2,Top,43.67,43.67,24.0,20.1,13.5,20.5,21.500,21.536,11.000,11.180,50.6847,23.7145,25.6008,sand,50.6847
2,1,OUT,27,3,Top,46.26,46.26,16.0,20.2,10.0,20.4,13.500,13.572,7.500,7.644,70.6616,12.8147,16.5237,sand,70.6616
2,1,OUT,27,4,Top,41.35,41.35,24.5,20.2,13.5,20.4,22.000,22.072,11.000,11.144,46.6217,26.4282,26.9501,sand,46.6217
2,1,OUT,27,5,Top,29.77,29.77,22.0,20.2,13.0,20.4,19.500,19.572,10.500,10.644,34.2562,29.9901,35.7537,sand,34.2562
2,1,OUT,27,1,Bot,111.10,50.21,32.5,20.1,18.5,20.4,30.000,30.036,16.000,16.144,40.1793,27.6680,32.1527,sand,40.1793
2,1,OUT,27,2,Bot,119.90,50.17,32.5,20.1,19.0,20.4,30.000,30.036,16.500,16.644,40.1316,26.6934,33.1750,sand,40.1316
2,1,OUT,27,3,Bot,126.70,50.22,21.5,20.3,14.0,20.4,19.000,19.108,11.500,11.644,61.9516,14.8627,23.1857,sand,61.9516
2,1,OUT,27,4,Bot,114.60,50.79,33.5,20.5,19.0,20.5,31.000,31.180,16.500,16.680,38.6103,28.5489,32.8408,sand,38.6103
2,1,OUT,27,5,Bot,113.00,50.35,32.0,20.5,19.5,20.6,29.500,29.680,17.000,17.216,41.0529,24.7548,34.1923,sand,41.0529
2,2,IN,0,1,Top,35.46,35.46,24.5,14.6,15.0,16.0,21.500,19.558,12.000,10.561,44.8460,25.3706,29.7834,sand,44.8460
2,2,IN,0,2,Top,39.82,39.82,25.0,14.6,15.5,15.9,22.000,20.058,12.500,11.025,49.6293,22.6830,27.6877,sand,49.6293
2,2,IN,0,3,Top,33.41,33.41,22.5,14.3,14.5,15.8,19.500,17.450,11.500,9.989,47.7710,22.3300,29.8990,sand,47.7710
2,2,IN,0,4,Top,38.40,38.40,25.0,14.3,14.5,15.8,22.000,19.950,11.500,9.989,48.0476,25.9387,26.0137,sand,48.0476
2,2,IN,0,5,Top,38.59,38.59,23.0,14.3,14.0,15.8,20.000,17.950,11.000,9.489,53.4861,21.9239,24.5899,sand,53.4861
2,2,IN,0,1,Bot,122.90,50.25,32.0,14.2,19.5,15.8,29.000,26.914,16.500,14.989,46.4403,23.7303,29.8294,sand,46.4403
2,2,IN,0,2,Bot,115.60,50.26,32.5,14.2,19.0,15.7,29.500,27.414,16.000,14.453,45.4561,25.7868,28.7570,sand,45.4561
2,2,IN,0,3,Bot,127.80,50.71,25.0,14.1,16.0,15.8,22.000,19.878,13.000,11.489,60.8011,16.5421,22.6568,sand,60.8011
2,2,IN,0,4,Bot,109.50,50.24,32.0,14.1,20.0,15.8,29.000,26.878,17.000,15.489,46.5013,22.6682,30.8305,sand,46.5013
2,2,IN,0,5,Bot,134.00,50.32,28.0,14.1,15.5,15.7,25.000,22.878,12.500,10.953,54.5354,23.6973,21.7673,sand,54.5354
2,2,IN,12,1,Top,38.63,38.63,27.5,14.3,17.0,15.8,24.500,22.450,14.000,12.489,41.8853,25.7842,32.3305,sand,41.8853
2,2,IN,12,2,Top,37.85,37.85,30.0,14.2,18.0,15.6,27.000,24.914,15.000,13.417,34.1777,30.3736,35.4487,sand,34.1777
2,2,IN,12,3,Top,39.92,39.92,26.0,14.2,16.0,15.8,23.000,20.914,13.000,11.489,47.6109,23.6084,28.7807,sand,47.6109
2,2,IN,12,4,Top,46.45,46.45,30.0,14.2,16.0,15.8,27.000,24.914,13.000,11.489,46.3644,28.9009,24.7347,sand,46.3644
2,2,IN,12,5,Top,40.31,40.31,26.0,14.2,16.5,15.8,23.000,20.914,13.500,11.989,48.1177,22.1396,29.7426,sand,48.1177
2,2,IN,12,1,Bot,125.90,50.54,32.0,14.3,19.5,15.8,29.000,26.950,16.500,14.989,46.6765,23.6653,29.6582,sand,46.6765
2,2,IN,12,2,Bot,126.10,50.37,31.5,14.3,17.5,15.8,28.500,26.450,14.500,12.989,47.4892,26.7231,25.7877,sand,47.4892
2,2,IN,12,3,Bot,109.70,50.43,34.5,14.4,21.0,15.8,31.500,29.486,18.000,16.489,41.5315,25.7712,32.6973,sand,41.5315
2,2,IN,12,4,Bot,106.20,50.17,35.0,14.3,21.0,15.8,32.000,29.950,18.000,16.489,40.3035,26.8297,32.8668,sand,40.3035
2,2,IN,12,5,Bot,119.10,50.52,34.0,14.5,22.0,15.9,31.000,29.022,19.000,17.525,42.5541,22.7562,34.6897,sand,42.5541
2,2,IN,19,1,Top,45.34,45.34,25.0,13.0,14.5,15.7,21.000,18.482,10.500,8.953,59.2367,21.0163,19.7470,sand,59.2367
2,2,IN,19,2,Top,34.84,34.84,25.0,13.0,15.0,15.9,21.000,18.482,11.000,9.525,46.9515,25.7086,27.3399,sand,46.9515
2,2,IN,19,3,Top,46.34,46.34,25.0,13.1,14.0,15.8,21.000,18.518,10.000,8.489,60.0387,21.6418,18.3195,sand,60.0387
2,2,IN,19,4,Top,42.77,42.77,28.0,12.6,16.0,15.6,24.000,21.338,12.000,10.417,50.1094,25.5340,24.3566,sand,50.1094
2,2,IN,19,5,Top,48.85,48.85,30.5,12.5,16.0,15.6,26.500,23.802,12.000,10.417,51.2748,27.4001,21.3251,sand,51.2748
2,2,IN,19,1,Bot,123.50,50.25,32.5,12.7,18.0,15.6,28.500,25.874,14.000,12.417,48.5091,26.7798,24.7111,sand,48.5091
2,2,IN,19,2,Bot,118.00,50.06,33.0,12.5,18.5,15.5,29.000,26.302,14.500,12.881,47.4585,26.8096,25.7318,sand,47.4585
2,2,IN,19,3,Bot,113.70,50.65,36.0,12.4,19.5,15.5,32.000,29.266,15.500,13.881,42.2186,30.3750,27.4064,sand,42.2186
2,2,IN,19,4,Bot,126.00,50.47,30.0,12.5,17.5,15.5,26.000,23.302,13.500,11.881,53.8295,22.6291,23.5414,sand,53.8295
