wind_speed,wind_direction
3.9,130
4.8,121
2.9,126
3.0,129
3.8,130
4.3,130
5.0,128
4.6,127
4.7,137
5.1,124
6.7,120
8.7,126
8.3,125
8.8,126
9.0,127
10.4,129
8.2,127
7.9,127
4.8,107
2.1,77
2.1,77
2.6,103
2.1,113
1.7,113
2.4,117
1.6,122
1.3,122
1.5,121
1.4,121
2.0,121
3.4,139
3.6,136
3.5,142
4.2,139
4.8,116
6.1,81
6.6,79
6.0,76
4.0,106
4.8,129
5.2,125
5.6,129
3.4,125
2.4,125
1.8,125
1.4,125
1.5,125
1.7,125
1.3,125
1.3,124
1.3,124
1.3,124
1.3,101
1.2,95
2.8,105
4.5,100
4.9,93
4.6,102
5.2,102
6.5,81
6.7,72
7.0,67
8.3,47
4.6,77
3.9,77
2.8,91
2.8,97
1.6,96
1.7,96
1.7,96
1.6,96
1.7,96
1.5,96
1.5,96
1.3,96
1.5,96
2.1,112
4.1,105
5.5,87
7.3,65
7.7,62
8.3,54
8.9,53
8.8,54
8.7,59
8.1,53
7.1,65
7.4,60
6.0,77
4.9,81
3.1,91
2.2,91
1.4,91
1.4,91
1.3,91
3.3,91
3.3,92
3.8,91
4.3,91
5.1,86
5.6,80
3.5,86
4.7,84
8.2,62
8.3,60
8.4,59
9.2,51
9.5,57
9.2,59
8.0,74
8.3,66
6.9,70
6.2,77
4.2,77
4.2,76
3.5,85
4.0,87
4.7,86
5.0,70
5.5,58
6.2,60
5.2,65
4.5,66
4.2,75
4.8,76
4.8,76
5.6,71
7.0,56
6.6,71
6.3,75
6.3,75
5.8,78
5.4,113
5.8,124
5.3,87
5.6,81
3.8,95
4.1,88
4.3,77
3.9,77
4.3,77
5.3,74
6.2,73
6.4,70
7.2,74
7.0,74
5.3,77
5.2,77
6.2,76
6.7,75
6.9,74
8.0,65
7.3,74
7.5,64
9.2,57
9.5,56
9.1,57
9.3,54
8.2,53
7.4,53
6.3,55
5.4,60
4.2,54
3.7,54
3.3,54
3.5,54
4.1,54
3.5,54
1.3,54
1.6,54
4.7,54
2.8,59
2.8,77
5.3,72
7.6,57
7.5,57
8.2,52
8.4,53
8.0,56
8.8,52
9.1,47
9.6,38
10.2,26
8.0,54
6.1,76
5.5,73
4.7,72
2.8,72
2.6,72
2.5,72
2.4,72
2.2,71
1.5,71
3.2,71
4.9,71
4.6,72
3.7,78
3.4,87
4.4,85
7.1,66
8.3,57
8.4,60
8.5,54
9.5,59
8.9,56
8.5,61
7.8,68
7.7,69
7.7,68
6.6,58
5.2,58
3.3,58
3.9,58
5.0,58
5.2,58
6.1,76
6.3,64
6.6,60
7.3,61
7.7,65
6.6,71
7.1,66
7.7,62
8.3,64
8.5,59
9.3,56
10.3,51
9.6,56
9.2,51
9.3,50
9.1,56
9.0,55
7.6,59
6.6,60
4.9,75
4.3,65
6.0,62
5.8,72
3.4,77
4.5,68
3.0,72
2.9,73
4.3,77
5.7,75
5.9,80
6.7,67
6.6,67
7.6,58
7.8,50
8.1,52
8.4,58
8.6,59
8.9,41
9.2,36
7.4,52
6.6,71
7.0,63
4.9,84
3.6,64
2.8,99
1.9,99
1.9,99
4.1,93
4.0,86
3.1,86
3.1,87
2.0,88
4.9,78
3.1,101
3.0,106
6.5,71
8.0,59
8.6,52
8.7,47
8.5,59
9.9,52
9.9,47
7.8,59
8.0,62
9.3,66
8.3,68
6.1,78
3.8,96
3.7,92
3.6,88
2.3,85
2.1,121
2.2,120
2.3,118
4.2,89
3.3,85
3.6,84
2.7,96
3.6,98
5.2,76
6.3,65
7.1,64
7.6,64
7.0,61
5.2,100
6.1,118
5.7,103
5.7,106
5.7,128
3.8,108
5.5,65
6.9,51
6.4,54
6.3,68
4.6,78
3.6,83
4.2,83
3.3,83
3.1,83
2.4,83
1.7,83
1.6,99
2.6,123
5.0,95
5.9,67
6.8,60
7.0,65
7.3,69
8.5,61
8.1,57
5.8,80
5.6,125
4.7,131
4.8,127
4.2,75
4.0,72
3.4,71
2.9,72
3.7,75
5.1,84
3.4,89
2.6,89
1.3,89
1.2,89
1.9,89
1.2,96
2.3,144
4.4,108
5.4,83
6.1,81
7.7,64
8.5,53
9.1,48
8.7,51
7.9,60
7.6,56
7.7,43
5.3,77
4.4,76
4.3,83
5.3,79
5.5,77
5.9,80
6.1,75
5.1,75
4.6,88
4.5,91
3.8,92
5.4,82
5.5,76
5.9,77
6.6,71
7.3,68
8.0,61
8.7,62
9.7,63
10.0,55
10.0,52
8.9,59
9.8,59
8.5,65
7.8,58
7.8,67
6.3,71
6.6,72
7.8,71
8.5,65
8.9,66
8.9,64
9.4,64
8.8,67
8.5,69
7.5,71
5.7,81
7.0,72
6.5,70
7.1,64
7.9,60
9.0,53
8.5,59
9.7,56
10.3,61
10.3,59
9.9,64
8.7,67
8.0,66
6.3,75
4.8,72
5.0,84
4.0,86
3.1,86
1.9,86
1.8,86
1.9,86
1.5,86
2.6,86
3.1,86
2.9,94
2.3,117
4.9,88
5.0,86
6.6,67
7.6,51
8.4,63
8.3,60
8.4,61
8.6,59
8.3,62
7.2,66
6.2,68
4.3,87
2.3,94
1.4,95
1.6,95
2.6,94
1.9,94
2.0,94
1.9,94
2.2,94
1.8,94
1.4,94
1.5,97
3.0,101
3.7,99
5.1,84
5.6,73
5.6,72
6.9,57
6.1,76
6.5,77
6.2,69
4.8,94
3.5,96
4.3,109
3.6,117
3.0,122
1.7,126
1.4,126
1.6,126
1.8,119
