year,reef,in/out,position,core,top/bot,sand,silt,clay,volume (cm3),total mass,sand mass,silt mass,clay mass,sample weight,weight lost,%om
1,3,OUT,0,2,Top,47.9882,28.1402,23.8715,39.26,36.15,17.3478,10.1727,8.6296,3.0340,0.0772,2.5445
1,3,OUT,0,3,Top,51.2826,24.3669,24.3505,39.26,43.80,22.4618,10.6727,10.6655,3.0638,0.0938,3.0616
1,3,OUT,0,4,Top,53.4971,25.3265,21.1764,39.26,38.05,20.3557,9.6367,8.0576,3.0702,0.0970,3.1594
1,3,OUT,0,5,Top,51.7511,26.3973,21.8515,39.26,41.78,21.6216,11.0288,9.1296,3.0572,0.0958,3.1336
1,3,OUT,0,1,Bot,49.5999,25.3150,25.0851,117.81,122.80,60.9086,31.0868,30.8045,3.0686,0.0886,2.8873
1,3,OUT,0,2,Bot,41.9156,34.0652,24.0192,117.81,111.10,46.5682,37.8465,26.6853,3.0367,0.0937,3.0856
1,3,OUT,0,3,Bot,46.6094,29.6551,23.7355,117.81,113.80,53.0416,33.7475,27.0110,3.0519,0.0954,3.1259
1,3,OUT,0,4,Bot,44.8875,28.0622,27.0503,117.81,121.40,54.4934,34.0675,32.8391,3.0784,0.1028,3.3394
1,3,OUT,0,5,Bot,53.2044,24.8906,21.9050,117.81,119.00,63.3133,29.6198,26.0669,3.0181,0.0972,3.2206
1,3,OUT,12,1,Top,46.1130,29.4502,24.4368,39.26,30.78,14.1936,9.0648,7.5217,3.0332,0.0744,2.4529
1,3,OUT,12,2,Top,49.1222,27.9673,22.9104,39.26,50.29,24.7036,14.0648,11.5217,3.0024,0.0784,2.6112
1,3,OUT,12,3,Top,51.4933,27.3492,21.1576,39.26,49.73,25.6076,13.6008,10.5217,3.0640,0.0918,2.9961
1,3,OUT,12,4,Top,44.4624,28.6160,26.9216,39.26,29.93,13.3076,8.5648,8.0576,3.0640,0.0760,2.4804
1,3,OUT,12,5,Top,51.2805,25.6428,23.0767,39.26,39.25,20.1276,10.0648,9.0576,3.1857,0.0711,2.2318
1,3,OUT,12,1,Bot,43.8787,28.0678,28.0535,117.81,125.80,55.1994,35.3093,35.2913,3.0844,0.0832,2.6974
1,3,OUT,12,2,Bot,46.8957,25.1011,28.0032,117.81,96.80,45.3950,24.2979,27.1071,3.0699,0.0647,2.1076
1,3,OUT,12,3,Bot,43.7508,29.0946,27.1546,117.81,101.80,44.5383,29.6184,27.6434,3.0154,0.0992,3.2898
1,3,OUT,12,4,Bot,41.8555,28.0835,30.0609,117.81,133.20,55.7516,37.4073,40.0412,3.0532,0.0905,2.9641
1,3,OUT,12,5,Bot,44.9417,31.0154,24.0429,117.81,109.30,49.1212,33.8998,26.2789,3.1165,0.0821,2.6344
1,3,OUT,19,1,Top,49.0579,29.0924,21.8497,39.26,32.63,16.0076,9.4928,7.1296,3.1196,0.0812,2.6029
1,3,OUT,19,2,Top,45.2566,28.9441,25.7993,39.26,33.17,15.0116,9.6008,8.5576,3.0606,0.0750,2.4505
1,3,OUT,19,3,Top,45.6173,27.1482,27.2345,39.26,33.39,15.2316,9.0648,9.0936,3.0840,0.0705,2.2860
1,3,OUT,19,4,Top,50.1326,27.0837,22.7837,39.26,35.05,17.5715,9.4928,7.9857,3.1456,0.0763,2.4256
1,3,OUT,19,5,Top,52.8247,26.2210,20.9543,39.26,38.11,20.1315,9.9928,7.9857,3.1106,0.0676,2.1732
1,3,OUT,19,1,Bot,41.1931,28.8415,29.9654,117.81,108.90,44.8593,31.4084,32.6323,3.0947,0.1234,3.9875
1,3,OUT,19,2,Bot,58.2268,22.7417,19.0315,117.81,125.50,73.0746,28.5409,23.8845,3.0545,0.1270,4.1578
1,3,OUT,19,3,Bot,41.2895,30.7844,27.9260,117.81,117.20,48.3913,36.0794,32.7293,3.0201,0.1095,3.6257
1,3,OUT,19,4,Bot,41.3930,29.7713,28.8357,117.81,112.80,46.6913,33.5821,32.5267,3.0896,0.1118,3.6186
1,3,OUT,19,5,Bot,42.5941,30.5485,26.8574,117.81,120.40,51.2832,36.7804,32.3363,3.0414,0.1083,3.5609
1,3,OUT,27,1,Top,49.5375,27.2767,23.1858,39.26,38.60,19.1215,10.5288,8.9497,3.0501,0.0786,2.5770
1,3,OUT,27,2,Top,52.5508,26.2784,21.1709,39.26,37.89,19.9115,9.9569,8.0216,3.0669,0.0579,1.8879
1,3,OUT,27,3,Top,52.4547,28.3696,19.1757,39.26,42.02,22.0415,11.9209,8.0576,3.0548,0.0618,2.0230
1,3,OUT,27,4,Top,48.0251,30.1698,21.8050,39.26,34.66,16.6455,10.4569,7.5576,3.1164,0.0721,2.3136
1,3,OUT,27,5,Top,47.1948,28.5477,24.2575,39.26,35.13,16.5795,10.0288,8.5216,3.0659,0.0646,2.1070
1,3,OUT,27,1,Bot,44.2115,27.8298,27.9587,117.81,106.60,47.1295,29.6666,29.8039,3.0703,0.0827,2.6935
1,3,OUT,27,2,Bot,47.0812,29.9140,23.0048,117.81,116.70,54.9437,34.9097,26.8466,3.0558,0.0897,2.9354
1,3,OUT,27,3,Bot,41.0968,28.8185,30.0846,117.81,109.40,44.9599,31.5275,32.9126,3.0811,0.0804,2.6095
1,3,OUT,27,4,Bot,45.6252,31.6236,22.7512,117.81,116.00,52.9252,36.6834,26.3914,3.1801,0.0820,2.5785
1,3,OUT,27,5,Bot,43.9634,26.7798,29.2567,117.81,127.50,56.0534,34.1443,37.3023,3.1035,0.0796,2.5648
2,1,IN,0,1,Top,29.9065,31.0579,39.0356,39.26,27.82,8.3200,8.6403,10.8597,3.0477,0.0687,2.2542
2,1,IN,0,2,Top,36.6248,25.1194,38.2558,39.26,32.12,11.7639,8.0684,12.2878,3.0864,0.0627,2.0315
2,1,IN,0,3,Top,35.9807,28.8580,35.1612,39.26,34.64,12.4637,9.9964,12.1799,3.1135,0.0645,2.0716
2,1,IN,0,4,Top,47.0382,21.7634,31.1984,39.26,39.04,18.3637,8.4964,12.1799,3.0992,0.0634,2.0457
2,1,IN,0,5,Top,48.3186,20.8321,30.8493,39.26,42.84,20.6997,8.9245,13.2158,3.0864,0.0583,1.8889
2,1,IN,0,1,Bot,43.8923,26.8007,29.3069,117.81,121.6,53.3731,32.5897,35.6372,3.0500,0.0663,2.1738
2,1,IN,0,2,Bot,45.1533,22.6991,32.1475,117.81,124.9,56.3965,28.3512,40.1523,3.1915,0.0898,2.8137
2,1,IN,0,3,Bot,44.1377,23.7020,32.1603,117.81,108.4,47.8453,25.6930,34.8618,3.1036,0.0691,2.2264
2,1,IN,0,4,Bot,43.0796,25.7511,31.1693,117.81,113.1,48.7230,29.1245,35.2525,3.0965,0.0701,2.2638
2,1,IN,0,5,Bot,55.2570,18.6845,26.0584,117.81,131.50,72.6630,24.5702,34.2669,3.1084,0.0649,2.0879
2,1,IN,12,1,Top,40.9412,26.6884,32.3704,39.26,39.06,15.9916,10.4245,12.6439,3.1073,0.0797,2.5649
2,1,IN,12,2,Top,20.8298,44.6155,34.5547,39.26,32.25,6.7176,14.3885,11.1439,3.1819,0.0648,2.0365
2,1,IN,12,3,Top,31.6837,27.4483,40.8680,39.26,27.18,8.6116,7.4605,11.1079,3.1225,0.0627,2.0080
2,1,IN,12,4,Top,34.6515,29.2323,36.1163,39.26,32.24,11.1716,9.4245,11.6439,3.0876,0.0865,2.8015
2,1,IN,12,5,Top,35.0321,28.2041,36.7638,39.26,31.77,11.1297,8.9604,11.6799,3.1140,0.0690,2.2158
2,1,IN,12,1,Bot,44.4417,24.6011,30.9573,117.81,122.50,54.4410,30.1363,37.9226,3.0943,0.0774,2.5014
2,1,IN,12,2,Bot,43.7375,22.9561,33.3064,117.81,119.10,52.0913,27.3407,39.6679,3.1435,0.0686,2.1823
2,1,IN,12,3,Bot,43.8496,24.9032,31.2472,117.81,126.30,55.3820,31.4527,39.4652,3.1471,0.0767,2.4372
2,1,IN,12,4,Bot,34.7127,27.9649,37.3224,117.81,91.40,31.7275,25.5599,34.1127,3.1100,0.0702,2.2572
2,1,IN,12,5,Bot,35.7861,30.9287,33.2852,117.81,113.90,40.7604,35.2278,37.9118,3.0942,0.0717,2.3172
2,1,IN,19,1,Top,50.3334,25.0038,24.6628,39.26,51.69,26.0173,12.9245,12.7482,3.0693,0.0609,1.9842
2,1,IN,19,2,Top,47.0676,27.9854,24.9470,39.26,41.08,19.3354,11.4964,10.2482,3.3920,0.0742,2.1875
2,1,IN,19,3,Top,39.4358,30.6831,29.8811,39.26,30.95,12.2054,9.4964,9.2482,3.2250,0.0890,2.7597
2,1,IN,19,4,Top,45.9809,24.0159,30.0031,39.26,37.61,17.2934,9.0324,11.2842,3.2487,0.0801,2.4656
2,1,IN,19,5,Top,35.4457,29.8667,34.6876,39.26,25.22,8.9394,7.5324,8.7482,3.2277,0.0742,2.2989
2,1,IN,19,1,Bot,41.4956,31.9944,26.5100,117.81,121.00,50.2096,38.7132,32.0771,3.1353,0.0918,2.9279
2,1,IN,19,2,Bot,46.9095,25.7255,27.3651,117.81,132.90,62.3427,34.1892,36.3682,3.1241,0.0834,2.6696
2,1,IN,19,3,Bot,24.2275,39.4280,36.3445,117.81,125.40,30.3813,49.4427,45.5760,3.1287,0.0836,2.6720
2,1,IN,19,4,Bot,39.8234,30.7977,29.3789,117.81,115.70,46.0757,35.6329,33.9914,3.1758,0.0780,2.4561
2,1,IN,19,5,Bot,47.9141,25.7562,26.3297,117.81,143.60,68.8046,36.9860,37.8094,3.1609,0.0784,2.4803
2,1,IN,27,1,Top,45.9228,26.0977,27.9796,39.26,41.86,19.2233,10.9245,11.7122,3.1107,0.0795,2.5557
2,1,IN,27,2,Top,31.5899,29.7822,38.6278,39.26,25.05,7.9133,7.4605,9.6763,3.0818,0.0744,2.4142
2,1,IN,27,3,Top,42.7802,25.6116,31.6083,39.26,38.75,16.5773,9.9245,12.2482,3.0843,0.0791,2.5646
2,1,IN,27,4,Top,39.5979,27.3408,33.0612,39.26,32.51,12.8733,8.8885,10.7482,3.1277,0.0843,2.6953
2,1,IN,27,5,Top,36.6688,25.5799,37.7513,39.26,31.12,11.4113,7.9605,11.7482,3.1246,0.0898,2.8740
2,1,IN,27,1,Bot,45.1687,25.6846,29.1467,117.81,125.80,56.8222,32.3113,36.6665,3.1719,0.0641,2.0209
2,1,IN,27,2,Bot,46.7132,25.8228,27.4640,117.81,133.60,62.4089,34.4992,36.6919,3.0713,0.0548,1.7843
2,1,IN,27,3,Bot,40.7005,25.8382,33.4613,117.81,109.60,44.6077,28.3187,36.6736,3.1359,0.0777,2.4778
2,1,IN,27,4,Bot,41.3786,30.0588,28.5626,117.81,115.90,47.9578,34.8381,33.1041,3.0779,0.0809,2.6284
2,1,IN,27,5,Bot,39.8961,24.8583,35.2455,117.81,116.00,46.2795,28.8356,40.8848,3.0872,0.0628,2.0342
2,1,OUT,0,1,Top,37.0623,32.5477,30.3899,39.26,29.84,11.0594,9.7122,9.0684,3.1264,0.0572,1.8296
2,1,OUT,0,2,Top,48.5745,22.3885,29.0370,39.26,36.52,17.7394,8.1763,10.6043,3.1352,0.0691,2.2040
2,1,OUT,0,3,Top,41.2668,25.7151,33.0181,39.26,33.74,13.9234,8.6763,11.1403,3.1332,0.0596,1.9022
2,1,OUT,0,4,Top,49.2795,22.6749,28.0456,39.26,35.90,17.6913,8.1403,10.0684,3.1704,0.0581,1.8326
2,1,OUT,0,5,Top,44.6258,23.8909,31.4833,39.26,31.98,14.2713,7.6403,10.0684,3.1864,0.0553,1.7355
2,1,OUT,0,1,Bot,48.7262,22.2184,29.0554,117.81,115.30,56.1814,25.6178,33.5008,3.1412,0.0620,1.9738
2,1,OUT,0,2,Bot,51.0010,21.0190,27.9800,117.81,127.20,64.8732,26.7362,35.5906,3.1268,0.0685,2.1907
2,1,OUT,0,3,Bot,42.0372,28.0237,29.9391,117.81,129.00,54.2280,36.1506,38.6215,3.1228,0.0680,2.1775
2,1,OUT,0,4,Bot,42.7462,26.2386,31.0152,117.81,137.10,58.6051,35.9731,42.5218,3.2687,0.0651,1.9916
2,1,OUT,0,5,Bot,44.8919,28.1243,26.9838,117.81,127.50,57.2372,35.8585,34.4044,3.1680,0.0742,2.3422
2,1,OUT,12,1,Top,35.2725,29.1493,35.5781,39.26,31.11,10.9733,9.0684,11.0684,3.1765,0.0722,2.2729
2,1,OUT,12,2,Top,41.2027,26.8573,31.9399,39.26,39.35,16.2133,10.5684,12.5684,3.1967,0.0761,2.3806
2,1,OUT,12,3,Top,40.7538,28.9386,30.3077,39.26,36.52,14.8833,10.5684,11.0684,3.1357,0.0769,2.4524
2,1,OUT,12,4,Top,42.6599,28.6700,28.6700,39.26,40.35,17.2133,11.5684,11.5684,3.2017,0.0690,2.1551
2,1,OUT,12,5,Top,48.6715,24.0770,27.2514,39.26,46.12,22.4473,11.1043,12.5684,3.1597,0.0746,2.3610
2,1,OUT,12,1,Bot,34.8303,32.1584,33.0113,117.81,106.3,37.0246,34.1844,35.0910,3.2142,0.0785,2.4423
2,1,OUT,12,2,Bot,38.7297,30.0646,31.2057,117.81,114,44.1519,34.2736,35.5745,3.1780,0.0802,2.5236
2,1,OUT,12,3,Bot,47.0066,22.0324,30.9610,117.81,117.40,55.1858,25.8660,36.3482,3.1445,0.0717,2.2802
2,1,OUT,12,4,Bot,41.6605,27.2490,31.0905,117.81,112.90,47.0347,30.7641,35.1012,3.2012,0.0827,2.5834
2,1,OUT,12,5,Bot,35.7472,30.1359,34.1168,117.81,95.90,34.2816,28.9004,32.7180,3.2179,0.0771,2.3960
2,1,OUT,19,1,Top,34.8491,34.3855,30.7654,39.26,34.48,12.0160,11.8561,10.6079,3.1853,0.0638,2.0030
2,1,OUT,19,2,Top,32.9737,32.9938,34.0324,39.26,31.17,10.2779,10.2842,10.6079,3.1761,0.0737,2.3205
2,1,OUT,19,3,Top,41.9074,26.6405,31.4521,39.26,35.66,14.9442,9.5000,11.2158,3.0903,0.0707,2.2878
2,1,OUT,19,4,Top,54.3425,21.0310,24.6266,39.26,47.72,25.9322,10.0360,11.7518,3.1244,0.0495,1.5843
2,1,OUT,19,5,Top,32.2801,30.9239,36.7960,39.26,29.22,9.4322,9.0360,10.7518,3.1522,0.0568,1.8019
2,1,OUT,19,1,Bot,39.0063,27.8330,33.1607,117.81,108.00,42.1268,30.0596,35.8136,3.2279,0.0676,2.0942
2,1,OUT,19,2,Bot,40.8532,28.8243,30.3225,117.81,117.30,47.9208,33.8109,35.5683,3.1761,0.0641,2.0182
2,1,OUT,19,3,Bot,40.3088,28.6788,31.0124,117.81,120.40,48.5318,34.5293,37.3389,3.2483,0.0673,2.0719
2,1,OUT,19,4,Bot,43.1178,24.8139,32.0683,117.81,103.30,44.5407,25.6328,33.1266,3.1364,0.0661,2.1075
2,1,OUT,19,5,Bot,41.4069,27.6680,30.9251,117.81,118.10,48.9015,32.6759,36.5226,3.1046,0.0707,2.2773
2,1,OUT,27,1,Top,38.5455,28.8144,32.6401,39.26,32.72,12.6121,9.4281,10.6799,3.1466,0.0790,2.5106
2,1,OUT,27,2,Top,50.6847,23.7145,25.6008,39.26,43.67,22.1340,10.3561,11.1799,3.1103,0.0570,1.8326
2,1,OUT,27,3,Top,70.6616,12.8147,16.5237,39.26,46.26,32.6881,5.9281,7.6439,3.1629,0.0456,1.4417
2,1,OUT,27,4,Top,46.6217,26.4282,26.9501,39.26,41.35,19.2781,10.9281,11.1439,3.1941,0.0794,2.4858
2,1,OUT,27,5,Top,34.2562,29.9901,35.7537,39.26,29.77,10.1981,8.9281,10.6439,3.2001,0.0824,2.5749
2,1,OUT,27,1,Bot,40.1793,27.6680,32.1527,117.81,111.10,44.6392,30.7391,35.7217,3.3266,0.0961,2.8888
2,1,OUT,27,2,Bot,40.1316,26.6934,33.1750,117.81,119.90,48.1178,32.0054,39.7768,3.1231,0.0662,2.1197
2,1,OUT,27,3,Bot,61.9516,14.8627,23.1857,117.81,126.70,78.4927,18.8310,29.3763,3.2665,0.0890,2.7246
2,1,OUT,27,4,Bot,38.6103,28.5489,32.8408,117.81,114.60,44.2474,32.7171,37.6356,3.1566,0.0909,2.8797
2,1,OUT,27,5,Bot,41.0529,24.7548,34.1923,117.81,113.00,46.3898,27.9729,38.6373,3.1969,0.0953,2.9810
2,2,IN,0,1,Top,44.8460,25.3706,29.7834,39.26,35.46,15.9024,8.9964,10.5612,3.1173,0.0588,1.8862
2,2,IN,0,2,Top,49.6293,22.6830,27.6877,39.26,39.82,19.7624,9.0324,11.0252,3.1316,0.0680,2.1714
2,2,IN,0,3,Top,47.7710,22.3300,29.8990,39.26,33.41,15.9603,7.4605,9.9893,3.1226,0.0749,2.3986
2,2,IN,0,4,Top,48.0476,25.9387,26.0137,39.26,38.40,18.4503,9.9605,9.9893,3.1708,0.0706,2.2266
2,2,IN,0,5,Top,53.4861,21.9239,24.5899,39.26,38.59,20.6403,8.4605,9.4893,3.1261,0.0741,2.3704
2,2,IN,0,1,Bot,46.4403,23.7303,29.8294,117.81,122.90,57.0752,29.1645,36.6603,3.2132,0.0713,2.2190
2,2,IN,0,2,Bot,45.4561,25.7868,28.7570,117.81,115.60,52.5473,29.8096,33.2431,3.1761,0.0850,2.6762
2,2,IN,0,3,Bot,60.8011,16.5421,22.6568,117.81,127.80,77.7038,21.1408,28.9554,3.1972,0.0715,2.2363
2,2,IN,0,4,Bot,46.5013,22.6682,30.8305,117.81,109.50,50.9189,24.8217,33.7594,3.1563,0.0800,2.5346
2,2,IN,0,5,Bot,54.5354,23.6973,21.7673,117.81,134.00,73.0775,31.7544,29.1681,3.1119,0.0767,2.4647
2,2,IN,12,1,Top,41.8853,25.7842,32.3305,39.26,38.63,16.1803,9.9605,12.4893,3.1039,0.0672,2.1650
2,2,IN,12,2,Top,34.1777,30.3736,35.4487,39.26,37.85,12.9363,11.4964,13.4173,3.1010,0.0596,1.9220
2,2,IN,12,3,Top,47.6109,23.6084,28.7807,39.26,39.92,19.0063,9.4245,11.4893,3.1542,0.0720,2.2827
2,2,IN,12,4,Top,46.3644,28.9009,24.7347,39.26,46.45,21.5363,13.4245,11.4893,3.2064,0.0653,2.0366
2,2,IN,12,5,Top,48.1177,22.1396,29.7426,39.26,40.31,19.3963,8.9245,11.9893,3.1082,0.0595,1.9143
2,2,IN,12,1,Bot,46.6765,23.6653,29.6582,117.81,125.90,58.7657,29.7946,37.3397,3.1401,0.0657,2.0923
2,2,IN,12,2,Bot,47.4892,26.7231,25.7877,117.81,126.10,59.8838,33.6979,32.5183,3.1520,0.0696,2.2081
2,2,IN,12,3,Bot,41.5315,25.7712,32.6973,117.81,109.70,45.5600,28.2710,35.8690,3.2132,0.0760,2.3652
2,2,IN,12,4,Bot,40.3035,26.8297,32.8668,117.81,106.20,42.8024,28.4931,34.9045,3.1908,0.0660,2.0684
2,2,IN,12,5,Bot,42.5541,22.7562,34.6897,117.81,119.10,50.6820,27.1026,41.3154,3.1353,0.0640,2.0413
2,2,IN,19,1,Top,59.2367,21.0163,19.7470,39.26,45.34,26.8579,9.5288,8.9533,3.1499,0.0476,1.5112
2,2,IN,19,2,Top,46.9515,25.7086,27.3399,39.26,34.84,16.3579,8.9569,9.5252,3.1347,0.0600,1.9141
2,2,IN,19,3,Top,60.0387,21.6418,18.3195,39.26,46.34,27.8219,10.0288,8.4893,3.1271,0.0630,2.0146
2,2,IN,19,4,Top,50.1094,25.5340,24.3566,39.26,42.77,21.4318,10.9209,10.4173,3.0940,0.0614,1.9845
2,2,IN,19,5,Top,51.2748,27.4001,21.3251,39.26,48.85,25.0478,13.3849,10.4173,3.1468,0.0547,1.7383
2,2,IN,19,1,Bot,48.5091,26.7798,24.7111,117.81,123.50,59.9087,33.0731,30.5182,3.1136,0.0524,1.6829
2,2,IN,19,2,Bot,47.4585,26.8096,25.7318,117.81,118.00,56.0011,31.6354,30.3635,3.1172,0.0665,2.1333
2,2,IN,19,3,Bot,42.2186,30.3750,27.4064,117.81,113.70,48.0025,34.5364,31.1611,3.1508,0.0737,2.3391
2,2,IN,19,4,Bot,53.8295,22.6291,23.5414,117.81,126.00,67.8252,28.5126,29.6622,3.1143,0.0468,1.5027
2,2,IN,19,5,Bot,40.9495,30.6607,28.3898,117.81,110.80,45.3720,33.9720,31.4559,3.1464,0.0665,2.1135
2,2,IN,27,1,Top,44.5972,28.3750,27.0278,39.26,34.71,15.4797,9.8490,9.3814,3.1296,0.0742,2.3709
2,2,IN,27,2,Top,43.9300,25.7758,30.2942,39.26,30.73,13.4997,7.9209,9.3094,3.1701,0.0704,2.2208
2,2,IN,27,3,Top,47.9385,28.9928,23.0687,39.26,44.69,21.4237,12.9569,10.3094,3.0780,0.0614,1.9948
2,2,IN,27,4,Top,45.6792,27.4414,26.8794,39.26,32.64,14.9097,8.9569,8.7734,3.0935,0.0488,1.5775
2,2,IN,27,5,Top,45.4469,27.4909,27.0622,39.26,34.40,15.6337,9.4569,9.3094,3.1080,0.0594,1.9112
2,2,IN,27,1,Bot,49.4056,26.9084,23.6860,117.81,117.40,58.0022,31.5904,27.8074,3.1691,0.0835,2.6348
2,2,IN,27,2,Bot,47.1585,28.3224,24.5192,117.81,122.00,57.5333,34.5533,29.9134,3.1492,0.0820,2.6038
2,2,IN,27,3,Bot,51.7673,20.7231,27.5096,117.81,126.10,65.2786,26.1318,34.6896,3.0848,0.0740,2.3989
2,2,IN,27,4,Bot,55.5016,24.9578,19.5407,117.81,141.60,78.5902,35.3402,27.6696,3.1597,0.0714,2.2597
2,2,IN,27,5,Bot,48.5401,24.8857,26.5742,117.81,125.70,61.0149,31.2813,33.4038,3.0841,0.0678,2.1984
2,2,OUT,0,1,Top,42.2508,30.0190,27.7303,39.26,40.55,17.1327,12.1727,11.2446,3.0939,0.0742,2.3983
2,2,OUT,0,2,Top,45.1297,23.9052,30.9651,39.26,36.43,16.4407,8.7087,11.2806,3.0831,0.0772,2.5040
2,2,OUT,0,3,Top,57.1021,21.9721,20.9258,39.26,44.35,25.3248,9.7446,9.2806,3.1351,0.0540,1.7224
2,2,OUT,0,4,Top,43.3647,25.3786,31.2567,39.26,35.86,15.5506,9.1007,11.2087,3.1174,0.0723,2.3192
2,2,OUT,0,5,Top,35.4848,27.1858,37.3294,39.26,29.93,10.6206,8.1367,11.1727,3.1284,0.0784,2.5061
2,2,OUT,0,1,Bot,46.1281,23.9809,29.8910,117.81,128.20,59.1362,30.7435,38.3203,3.1516,0.0913,2.8969
2,2,OUT,0,2,Bot,45.5228,27.2745,27.2027,117.81,121.60,55.3557,33.1658,33.0785,3.1033,0.0886,2.8550
2,2,OUT,0,3,Bot,51.4395,22.3186,26.2419,117.81,122.70,63.1162,27.3849,32.1989,3.1174,0.0822,2.6368
2,2,OUT,0,4,Bot,43.7971,24.1665,32.0364,117.81,117.70,51.5492,28.4440,37.7068,3.1187,0.0631,2.0233
2,2,OUT,0,5,Bot,38.8945,28.1806,32.9249,117.81,115.30,44.8453,32.4922,37.9624,3.1341,0.0807,2.5749
2,2,OUT,12,1,Top,36.6630,28.5005,34.8365,39.26,30.43,11.1566,8.6727,10.6008,3.1230,0.0634,2.0301
2,2,OUT,12,2,Top,42.9424,21.4212,35.6364,39.26,31.15,13.3766,6.6727,11.1008,3.1049,0.0660,2.1257
2,2,OUT,12,3,Top,48.8654,21.0642,30.0704,39.26,33.71,16.4725,7.1008,10.1367,3.1223,0.0655,2.0978
2,2,OUT,12,4,Top,43.5954,26.7390,29.6656,39.26,34.17,14.8966,9.1367,10.1367,3.0928,0.0776,2.5091
2,2,OUT,12,5,Top,43.6066,27.0060,29.3874,39.26,35.95,15.6766,9.7087,10.5648,3.0965,0.0768,2.4802
2,2,OUT,12,1,Bot,43.0644,27.0922,29.8434,117.81,127.20,54.7779,34.4613,37.9608,3.1691,0.0728,2.2972
2,2,OUT,12,2,Bot,39.6952,29.3017,31.0031,117.81,121.50,48.2297,35.6016,37.6687,3.0575,0.0800,2.6165
2,2,OUT,12,3,Bot,38.8595,28.1638,32.9767,117.81,122.10,47.4475,34.3881,40.2645,3.0854,0.0616,1.9965
2,2,OUT,12,4,Bot,44.6469,26.3661,28.9870,117.81,135.10,60.3180,35.6206,39.1614,3.0591,0.0721,2.3569
2,2,OUT,12,5,Bot,48.2171,22.5387,29.2442,117.81,128.10,61.7662,28.8720,37.4618,3.1248,0.0566,1.8113
2,2,OUT,19,1,Top,45.3295,26.3591,28.3113,39.26,36.30,16.4546,9.5684,10.2770,3.0649,0.0902,2.9430
2,2,OUT,19,2,Top,42.3358,23.4985,34.1656,39.26,30.08,12.7346,7.0684,10.2770,3.0742,0.0720,2.3421
2,2,OUT,19,3,Top,51.0559,19.4745,29.4696,39.26,46.75,23.8687,9.1043,13.7770,3.0935,0.0767,2.4794
2,2,OUT,19,4,Top,41.7578,34.5018,23.7404,39.26,40.88,17.0706,14.1043,9.7051,3.0521,0.0702,2.3001
2,2,OUT,19,5,Top,44.3607,24.6316,31.0077,39.26,34.64,15.3666,8.5324,10.7411,3.0504,0.0783,2.5669
2,2,OUT,19,1,Bot,42.8158,24.9471,32.2371,117.81,125.60,53.7766,31.3336,40.4898,3.0713,0.0783,2.5494
2,2,OUT,19,2,Bot,43.5660,27.0826,29.3515,117.81,124.40,54.1961,33.6907,36.5132,3.1506,0.0962,3.0534
2,2,OUT,19,3,Bot,39.8262,26.8980,33.2758,117.81,108.50,43.2114,29.1843,36.1042,3.1223,0.0823,2.6359
2,2,OUT,19,4,Bot,45.9574,24.8659,29.1767,117.81,117.30,53.9080,29.1676,34.2243,3.0728,0.0962,3.1307
2,2,OUT,19,5,Bot,44.0621,27.6554,28.2825,117.81,119.40,52.6101,33.0206,33.7693,3.1024,0.0802,2.5851
2,2,OUT,27,1,Top,41.2272,25.1302,33.6426,39.26,31.82,13.1185,7.9964,10.7051,3.0631,0.0445,1.4528
2,2,OUT,27,2,Top,48.7957,20.0489,31.1554,39.26,37.57,18.3325,7.5324,11.7051,3.1455,0.0561,1.7835
2,2,OUT,27,3,Top,49.4354,21.2909,29.2737,39.26,33.03,16.3285,7.0324,9.6691,3.0941,0.0650,2.1008
2,2,OUT,27,4,Top,46.5206,18.1754,35.3040,39.26,27.49,12.7885,4.9964,9.7051,3.1231,0.0716,2.2926
2,2,OUT,27,5,Top,39.4477,25.1697,35.3826,39.26,31.77,12.5325,7.9964,11.2411,3.0970,0.0655,2.1149
2,2,OUT,27,1,Bot,49.7262,20.9092,29.3646,117.81,140.10,69.6663,29.2938,41.1399,3.0673,0.0667,2.1746
2,2,OUT,27,2,Bot,43.0905,22.8093,34.1002,117.81,109.80,47.3134,25.0446,37.4420,3.0671,0.0622,2.0280
2,2,OUT,27,3,Bot,42.8304,25.8939,31.2757,117.81,107.80,46.1712,27.9136,33.7152,3.1366,0.0745,2.3752
2,2,OUT,27,4,Bot,45.8645,21.8984,32.2371,117.81,124.20,56.9638,27.1978,40.0385,3.1305,0.0671,2.1434
2,2,OUT,27,5,Bot,45.4793,24.0934,30.4273,117.81,126.10,57.3494,30.3817,38.3689,3.0763,0.0677,2.2007
2,3,IN,0,1,Top,35.8348,34.7499,29.4153,39.26,28.86,10.3419,10.0288,8.4893,3.0611,0.0709,2.3162
2,3,IN,0,2,Top,43.2263,26.9333,29.8404,39.26,31.80,13.7460,8.5648,9.4893,3.0776,0.0729,2.3687
2,3,IN,0,3,Top,38.8644,27.1335,34.0020,39.26,29.59,11.5000,8.0288,10.0612,3.0876,0.0724,2.3449
2,3,IN,0,4,Top,39.0625,28.8030,32.1345,39.26,27.75,10.8398,7.9928,8.9173,3.0719,0.0645,2.0997
2,3,IN,0,5,Top,59.1006,20.4532,20.4462,39.26,50.95,30.1118,10.4209,10.4173,3.0309,0.0457,1.5078
