reef,in/out,position,core,top/bot,total mass,sample mass,hydro 40sec,temp 40sec,hydro 2hr,temp 2hr,cor. 40sec,temp.cor. 40sec,cor. 2hr,temp.cor. 2hr,sand,silt,clay,grain,percent
1,OUT,0,2,Top,28.34,28.34,32.0,18.1,14.5,19.9,29.500,28.817,12.500,12.464,0.0000,56.0197,43.9803,sand,0.0000
1,OUT,0,3,Top,27.83,27.83,31.5,18.2,15.0,20.0,29.000,28.353,13.000,13.000,0.0000,53.2878,46.7122,sand,0.0000
1,OUT,0,4,Top,34.98,34.98,38.0,17.3,17.0,19.5,35.500,34.529,15.000,14.820,1.2899,56.3427,42.3675,sand,1.2899
1,OUT,0,5,Top,25.37,25.37,30.5,17.3,14.5,19.6,28.000,27.029,12.500,12.356,0.0000,51.2963,48.7037,sand,0.0000
1,OUT,0,1,Bot,88.60,50.05,45.5,17.2,19.0,19.5,43.000,41.993,17.000,16.820,16.0982,50.2951,33.6067,sand,16.0982
1,OUT,0,2,Bot,86.30,50.87,47.0,17.1,20.0,19.6,44.500,43.457,18.000,17.856,14.5727,50.3258,35.1015,sand,14.5727
1,OUT,0,3,Bot,81.90,50.28,48.5,17.1,21.0,19.5,46.000,44.957,19.000,18.820,10.5870,51.9823,37.4307,sand,10.5870
1,OUT,0,4,Bot,79.30,50.23,49.5,17.0,22.5,19.5,47.000,45.921,20.500,20.320,8.5787,50.9671,40.4542,sand,8.5787
1,OUT,0,5,Bot,92.00,50.48,50.5,17.1,23.0,19.5,48.000,46.957,21.000,20.820,6.9793,51.7764,41.2444,sand,6.9793
1,OUT,12,1,Top,24.07,24.07,28.5,17.0,14.0,19.2,26.000,24.921,12.000,11.712,0.0000,51.3409,48.6591,sand,0.0000
1,OUT,12,2,Top,28.50,28.50,34.0,17.0,15.5,19.4,31.500,30.421,13.500,13.284,0.0000,53.3888,46.6112,sand,0.0000
1,OUT,12,3,Top,24.54,24.54,29.5,17.1,13.0,19.3,27.000,25.957,11.000,10.748,0.0000,56.2013,43.7987,sand,0.0000
1,OUT,12,4,Top,24.43,24.43,29.0,17.1,15.0,19.4,26.500,25.457,13.000,12.784,0.0000,47.6702,52.3298,sand,0.0000
1,OUT,12,5,Top,22.68,22.68,28.0,17.1,14.5,19.3,25.500,24.457,12.500,12.248,0.0000,45.9955,54.0045,sand,0.0000
1,OUT,12,1,Bot,79.80,50.12,50.0,17.1,22.0,19.5,47.500,46.457,20.000,19.820,7.3087,53.1459,39.5454,sand,7.3087
1,OUT,12,2,Bot,80.40,50.33,51.5,17.3,23.0,19.5,49.000,48.029,21.000,20.820,4.5722,54.0605,41.3673,sand,4.5722
1,OUT,12,3,Bot,85.00,50.12,51.5,17.2,23.0,19.4,49.000,47.993,21.000,20.784,4.2441,54.2870,41.4688,sand,4.2441
1,OUT,12,4,Bot,92.10,50.39,50.5,17.2,23.5,19.3,48.000,46.993,21.500,21.248,6.7417,51.0908,42.1675,sand,6.7417
1,OUT,12,5,Bot,90.70,50.28,51.0,17.3,23.0,19.4,48.500,47.529,21.000,20.784,5.4717,53.1914,41.3369,sand,5.4717
1,OUT,19,1,Top,19.53,19.53,27.0,14.5,13.5,17.5,24.000,22.022,10.500,9.601,0.0000,50.8410,49.1590,sand,0.0000
1,OUT,19,2,Top,22.03,22.03,28.5,14.5,14.0,17.5,25.500,23.522,11.000,10.101,0.0000,54.1500,45.8500,sand,0.0000
1,OUT,19,3,Top,19.71,19.71,26.5,14.6,14.0,17.5,23.500,21.558,11.000,10.101,0.0000,48.7532,51.2468,sand,0.0000
1,OUT,19,4,Top,24.30,24.30,30.5,13.9,15.0,17.5,27.500,25.306,12.000,11.101,0.0000,54.3179,45.6821,sand,0.0000
1,OUT,19,5,Top,26.66,26.66,32.5,13.9,16.0,17.3,29.500,27.306,13.000,12.029,0.0000,54.8807,45.1193,sand,0.0000
1,OUT,19,1,Bot,81.80,50.29,53.5,14.1,24.0,17.5,50.500,48.378,21.000,20.101,3.8024,56.2279,39.9697,sand,3.8024
1,OUT,19,2,Bot,91.40,50.63,50.5,14.1,21.0,17.3,47.500,45.378,18.000,17.029,10.3738,55.9924,33.6338,sand,10.3738
1,OUT,19,3,Bot,86.20,50.07,50.5,14.1,22.5,17.4,47.500,45.378,19.500,18.565,9.3713,53.5510,37.0777,sand,9.3713
1,OUT,19,4,Bot,84.60,50.37,53.0,13.8,24.5,17.1,50.000,47.770,21.500,20.457,5.1621,54.2247,40.6132,sand,5.1621
1,OUT,19,5,Bot,83.60,50.88,50.0,13.6,22.0,17.1,47.000,44.698,19.000,17.957,12.1503,52.5571,35.2926,sand,12.1503
1,OUT,27,1,Top,31.80,31.80,36.5,13.7,18.0,17.0,33.500,31.234,15.000,13.921,1.7802,54.4434,43.7764,sand,1.7802
